emisor,termino_consulta,idioma,fuente,titulo,autor,descripcion,url,url_imagen,contenido,fecha_publicacion,fecha_consulta_desde,fecha_consulta_hasta
Banco de la República,Banco de la República,es,La Nacion,Plazo fijo: cuál es la tasa de interés banco por banco este martes 19 de agosto,LA NACION,El Banco Central de la República Argentina (BCRA) permite a los ahorristas conocer el rendimiento de estos instrumentos de inversión en pesos con una tabla comparativa de tasas,https://www.lanacion.com.ar/economia/plazo-fijo-cual-es-la-tasa-de-interes-banco-por-banco-este-martes-19-de-agosto-nid19082025/,https://resizer.glanacion.com/resizer/v2/las-tasas-de-interes-de-plazos-fijos-a-30-dias-3C5BGJ5LYZA6VKQEFOWUKQORL4.jpg?auth=fce5d73ef1ff401221256973d8dbc811aeefcb6bd2dde340b3d79d45664244f0&width=1200&quality=70&smart=false&height=800,Latasa de interés de los plazos fijos es útil para los ahorristas que eligen este tipo de instrumentos como un mecanismo para mantener el poder adquisitivo de su dinero depositado. Este martes 19 de … [+2197 chars],2025-08-19T16:09:29,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Criptonoticias.com,El futuro rol de crypto en la censura financiera,Leopoldo Bebchuk,"A medida que el mundo TradFi y los sectores de Bitcoin y crypto se conectan, la resistencia a la censura podría verse amenazada.
Leer más",https://www.criptonoticias.com/opinion/futuro-rol-crypto-bitcoincensura-financiera/,https://www.criptonoticias.com/wp-content/uploads/2023/12/Ocean-censura-Bitcoin-transacciones-Ordinals-Whirlpool.jpg,"<ul><li>Los procesadores de pagos censuran contenido que consideran inmoral de manera unilateral.
</li><li>Una de las promesas de cripto era impedir la censura, pero ese rol está en cuestión.
</li>… [+12569 chars]",2025-08-19T15:50:41,2025-07-27,2025-08-25
Banco Santander,Banco Santander,es,Latercera.com,El nuevo voto disidente de la comisionada Tornel en la norma de la CMF que eleva el pago mínimo con tarjetas de crédito,Mariana Marusic,"Así lo reveló el acta de la sesión respectiva del consejo de la Comisión para el Mercado Financiero. Otra de esas actas también muestra que Tornel votó en contra de la sanción que impuso la CMF al Banco de Chile, con una multa de 617,98 UF, por otorgar crédit…",https://www.latercera.com/pulso/noticia/el-nuevo-voto-disidente-de-la-comisionada-tornel-en-la-norma-de-la-cmf-que-eleva-el-pago-minimo-con-tarjetas-de-credito/,https://www.latercera.com/resizer/v2/KYJWXA3MPVC53D6G3EAHNXQI2I.jpg?auth=b456bed94e1604fc6a1a5d31be152a07a0c5c5c20b74a33a09173e7fc7930219&height=630&width=1200&smart=true,La comisionada Catherine Tornel León no ha seguido la tradición de consensos que hasta ahora se había dado en la Comisión para el Mercado Financiero (CMF). Ha votado en contra en decisiones considera… [+5857 chars],2025-08-19T15:45:00,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Xataka.com,California acoge una de las islas privadas más extrañas del mundo: 25 millones por una roca rojiza sin electricidad ni agua,Carlos Prego,"No es la más cara ni la más remota, ni destaca tampoco por su tamaño, pero Red Rock Island lleva tiempo convertida en uno de los ""caramelos"" más peculiares del mercado del lujo estadounidense. El motivo: una suma de factores entre los que se cuentan su precio…",https://www.xataka.com/magnet/california-acoge-islas-privadas-extranas-mundo-25-millones-roca-rojiza-electricidad-agua-1,https://i.blogs.es/dbbb20/red-rock/840_560.jpeg,"No es la más cara ni la más remota, ni destaca tampoco por su tamaño, pero Red Rock Island lleva tiempo convertida en uno de los ""caramelos"" más peculiares del mercado del lujo estadounidense. El mot… [+6144 chars]",2025-08-19T15:06:46,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Xataka.com,"Un concepto es cada vez más común en los tickets de los restaurantes españoles: la propina ""opcional"" del 10%",Antonio Sabán,"Matías, editor en Xataka, estaba comiendo con un amigo en un restaurante argentino de Málaga y pidió la cuenta para pagar. Al recibir el ticket, observó que éste incluía algo a lo que no estamos acostumbrados en España, pero que empieza a verse en la hosteler…",https://www.xataka.com/magnet/concepto-cada-vez-comun-tickets-restaurantes-espanoles-propina-opcional-10,https://i.blogs.es/84d446/propina/840_560.jpeg,"Matías, editor en Xataka, estaba comiendo con un amigo en un restaurante argentino de Málaga y pidió la cuenta para pagar. Al recibir el ticket, observó que éste incluía algo a lo que no estamos acos… [+4767 chars]",2025-08-19T14:30:46,2025-07-27,2025-08-25
Banco Santander,Banco Santander,es,Huffingtonpost.es,"Descubre una prenda preciosa, la pide en la tienda online y le llega un fraude con un lado mucho más oscuro",Daniel Cáceres Garriga,"<![CDATA[<p>Todo empieza con un anuncio atractivo en redes sociales. Un cárdigan de punto, supuestamente artesanal, rebajado al 50%. El sitio web parece legítimo, está bien diseñado y muestra fotos sugerentes. Así lo vivió Elfie Waren, vecina de Berwick-upon-…",https://www.huffingtonpost.es/sociedad/descubre-prenda-preciosa-pide-tienda-online-le-llega-fraude-lado-mas-oscuro.html,https://img.huffingtonpost.es/files/og_thumbnail/uploads/2025/08/19/decepcion-con-las-compras-online.jpeg,"Todo empieza con un anuncio atractivo en redes sociales. Un cárdigan de punto, supuestamente artesanal, rebajado al 50%. El sitio web parece legítimo, está bien diseñado y muestra fotos sugerentes. A… [+2461 chars]",2025-08-19T13:59:56,2025-07-27,2025-08-25
Banco Santander,Banco Santander,es,Montevideo.com.uy,"Santander: innovación, seguridad y confianza en su apuesta por la inteligencia artificial",Montevideo Portal,"Tras sellar una alianza con OpenAI, el banco busca consolidar su estrategia data & AI-first y transformar la experiencia bancaria.",https://www.montevideo.com.uy/Negocios-y-Tendencias/Santander-innovacion-seguridad-y-confianza-en-su-apuesta-por-la-inteligencia-artificial-uc933687,https://imagenes.montevideo.com.uy/imgnoticias/202508/_W933_80/929106.jpeg,"En el actual panorama financiero, la ventaja competitiva no radica únicamente en usar inteligencia artificial (IA), sino en integrarla de manera estructural en la forma de trabajar. Esa es la visión … [+3753 chars]",2025-08-19T13:21:00,2025-07-27,2025-08-25
Banco de la República,Banco de la República,es,Milenio,Abent 3T: energía limpia con tecnología de punta para el sureste mexicano,Redacción,"La central de Abent 3T, ubicada en Tabasco, es un nodo crítico para el suministro energético de Yucatán y Quintana Roo, dos estados con creciente demanda y alto estrés en su red de distribución. La central tiene una capacidad de entre 260 MW y hasta 300 MW me…",https://www.milenio.com/negocios/energia-limpia-sureste-mexicano-tecnologia-vanguardia,https://cdn.milenio.com/uploads/media/2025/08/15/planta-privada-generacion-electrica-lanzo.jpg,"La central de Abent 3T, ubicada en Tabasco, es un nodo crítico para el suministro energético de Yucatán y Quintana Roo, dos estados con creciente demanda y alto estrés en su red de distribución. 
La… [+5960 chars]",2025-08-19T13:16:01,2025-07-27,2025-08-25
Banco de la República,Banco de la República,es,El Financiero,Soberanía exterior,Antonio Cuéllar,Las órdenes para que las fuerzas militares estadounidenses se agrupen a lo largo de la frontera con nuestro país constituyen una señal peligrosa que obliga al gobierno a cerrar filas.,https://www.elfinanciero.com.mx/opinion/antonio-cuellar/2025/08/19/soberania-exterior/,https://www.elfinanciero.com.mx/resizer/v2/QKZHUXK34NHORKGDDVQEAD4DG4.jpg?smart=true&auth=1f9bf38d079e1b3835a4febdc597a66c21c2a56fc4ae3703fe0fc803b70c5402&width=1200&height=630,Las órdenes para que las fuerzas militares estadounidenses se agrupen a lo largo de la frontera con nuestro país constituyen una señal peligrosa que obliga al gobierno a cerrar filas. La Presidente d… [+5071 chars],2025-08-19T12:53:36,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Criptonoticias.com,Bitcoin resuena con el ADN de un pueblo que resuelve sin el Estado,Marianella Vanci,"La cultura dominicana impulsa una rápida adopción de bitcoin, con proyectos locales y una nueva federación que une a 16 países.
Leer más",https://www.criptonoticias.com/comunidad/adopcion/bitcoin-adn-pueblo-resuelve-cuenta-republicadominicana/,https://www.criptonoticias.com/wp-content/uploads/2025/08/Bitcoin-Republica-Dominicana-1.png,"<ul><li>Avanza la construcción del primer hotel bitcoin del país, con miras a crear una economía circular.
</li><li>La meta es provocar ""ruido mediático"" que llegue hasta los dirigentes.
</li></ul>… [+7142 chars]",2025-08-19T12:09:39,2025-07-27,2025-08-25
Banco Santander,Banco Santander,es,Mundodeportivo.com,Las mejores hipotecas fijas: estas son las opciones más baratas para una vivienda,Helena Celma Pérez,"Si estás pensando en comprar una vivienda, buscar un banco que te ofrezca una hipoteca con buenas condiciones es imprescindible. Existen tres tipos de hipotecas: la fija, la mixta y la variable, y cada una de ellas tiene sus propias características.",https://www.mundodeportivo.com/elrecomendador/finanzas-personales/20250819/1002516993/mejores-hipotecas-fijas-agosto-son-opciones-mas-baratas-conseguir-vivienda.html,https://www.mundodeportivo.com/files/og_thumbnail/uploads/2025/08/19/68a4559005e41.jpeg,"Si estás pensando en comprar una vivienda, buscar un banco que te ofrezca una hipoteca con buenas condiciones es imprescindible. Existen tres tipos de hipotecas: la fija, la mixta y la variable, y ca… [+14480 chars]",2025-08-19T12:05:35,2025-07-27,2025-08-25
Banco de la República,Banco de la República,es,Nacion.com,Contraloría cuestiona ejecución de programas del préstamo por $156 millones de Hacienda Digital,Arianna Villalobos Solís,"Un informe de la CGR revela deficiencias en el proyecto Hacienda Digital, con un avance mínimo del 23,6% y problemas en su gestión y gobernanza.",https://www.nacion.com/economia/contraloria-cuestiona-ejecucion-de-programas-del/PYTDNVGF6JBQTKNMU6XNIJFCSY/story/,https://www.nacion.com/resizer/v2/OGGPG554MJCCNF2W4TAYBANG4M.png?smart=true&auth=6fcb144bf06da8f9b797da37b8b370da6f08a632711370bb048dd7a286de3e3e&width=1440,"La Contraloría General de la República (CGR) cuestionó la ejecución y estructura de los programas del portafolio Hacienda Digital, financiado con un préstamo de $156 millones para modernizar la gesti… [+7141 chars]",2025-08-19T12:00:00,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Nacion.com,Lista OFAC: qué pasa con cuentas bancarias en Costa Rica de las personas sancionadas,Gustavo Ortega Campos,"Descubre cómo la banca de Costa Rica reacciona ante la inclusión de extraditables en la lista de sanciones de la OFAC. El exmagistrado Celso Gamboa; Alejandro James Wilson, alias Turesky; Alejandro Arias Monge, alias Diablo; y Edwin López Vega, alias Pecho Ra…",https://www.nacion.com/economia/lista-ofac-que-pasa-con-cuentas-bancarias-en-costa/XPAQEJDJ6VB6ZEVS337D27ADYI/story/,https://www.nacion.com/resizer/v2/CCUNMAWZPVCE7NQGJWN47LHN5Q.jpg?smart=true&auth=6afc808cd57befa3d8155fada466be62ff8313b241bcb0fbd2f6b9b3abbca9b3&width=1440,La interrogante surge luego de que este lunes la Administración para el Control de Drogas de Estados Unidos (DEA) informó de que el Departamento del Tesoro de EE. UU. incluyó al exmagistrado Celso Ga… [+5437 chars],2025-08-19T11:30:00,2025-07-27,2025-08-25
Banco Santander,Banco Santander,es,El Financiero,Inicia cuenta regresiva para CIBanco e Intercam,Jeanette Leyva Reus,"Se analizan la venta de carteras, de unidades de negocios o del banco completo, sin que las operaciones se hayan concretado, pues están en pleno análisis de cómo se integrarían en sólo dos semanas y los efectos legales.",https://www.elfinanciero.com.mx/opinion/jeanette-leyva/2025/08/19/inicia-cuenta-regresiva-para-cibanco-e-intercam/,https://www.elfinanciero.com.mx/resizer/v2/GHQEVFELORBVTE7GS4YJLP54EA.jpg?smart=true&auth=44da5f0b0225ff9dbf53690fa6f7c96563ed1043327ed55e471801b231f99cd7&width=1200&height=630,"La cuenta regresiva para cerrarles las puertas al sistema financiero a CIBanco, Intercam y Vector decretado desde Estados Unidos por el Departamento del Tesoro para el próximo 4 de septiembre inició … [+7026 chars]",2025-08-19T11:09:55,2025-07-27,2025-08-25
Banco Santander,Banco Santander,es,Elconfidencial.com,"Loterías, IVA reducido, diésel.... Hacienda busca un tijeretazo de 1.600 M en beneficios fiscales",EFE,"No ha desvelado qué beneficios se van a revisar o eliminar, algo que dependerá de si cumplen sus objetivos, pero los informes en los que se basará su análisis apuntan en varias direcciones",https://www.elconfidencial.com/economia/2025-08-19/loterias-diesel-iva-reducido-hacienda-tijeretazo-beneficios-fiscales_4193417/,"https://images.ecestaticos.com/DvuLkQrCFBXIMrLn2HTEEX_El50=/0x0:2272x1515/600x315/filters:fill(white):format(jpg):quality(99):watermark(f.elconfidencial.com/file/bae/eea/fde/baeeeafde1b3229287b0c008f7602058.png,0,275,1)/f.elconfidencial.com/original/7fa/e92/81d/7fae9281d9035283caa604fa2682cbf5.jpg","El Ministerio de Hacienda estudia los beneficios fiscales con el objetivo de reducirlos este año en una décima de PIB (unos 1.675 millones de euros), tal y como se comprometió con Bruselas en el Plan… [+4721 chars]",2025-08-19T11:03:00,2025-07-27,2025-08-25
Banco Santander,Banco Santander,es,Milenio,Precio del dólar HOY martes 19 de agosto de 2025: ¿Cuál es el tipo de cambio en México?,"Miriam Ramírez,Karla Vázquez","El dólar HOY 19 de agosto inicia operaciones con el tipo de cambio interbancario en 18.78 pesos mexicanos por billete verde, con una ligera alza del 0.02 por ciento, según datos de Bloomberg.El peso mexicano retrocedió ayer ante un avance global del dólar, en…",https://www.milenio.com/negocios/precio-del-dolar-hoy-19-de-agosto-2025-a-cuanto-cotiza-en-vivo-atm,https://cdn.milenio.com/uploads/media/2025/06/20/enterate-precio-dolar-cotiza-peso-4.jpeg,"El dólar HOY 19 de agosto inicia operaciones con el tipo de cambio interbancario en 18.78 pesos mexicanos por billete verde, con una ligera alza del 0.02 por ciento, según datos de Bloomberg.  
El p… [+662 chars]",2025-08-19T11:00:00,2025-07-27,2025-08-25
ISA,ISA,es,Bekia.es,Isa Pantoja rompe a llorar al compartir una noticia muy especial y su prima Anabel le dedica unas palabras,Valeria Bermejo Varo,La hija de Isabel Pantoja ha compartido un vídeo muy emotivo en redes sociales en el que comunica una noticia que llevaba tiempo esperando poder celebrar. Isa Pantoja ha emocionado a sus seguidores al publicar un vídeo en el que aparece llorando mientras comu…,https://www.bekia.es/celebrities/noticias/isa-pantoja-rompe-llorar-comaprtir-noticia-especial-prima/,https://www.bekia.es/images/articulos/portada/138000/138824.jpg,"Isa Pantoja ha emocionado a sus seguidores al publicar un vídeo en el que aparece llorando mientras comunica una noticia muy especial para ella. Tras dos meses del nacimiento de su segundo hijo, Cair… [+2121 chars]",2025-08-19T09:42:02,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Jornada.com.mx,"Luis Hernández Navarro: Palestina en el corazón, el antimonumento",Luis Hernández Navarro,"Un mapa muestra la senda de las heridas abiertas en nuestro país. Las que gritan no sólo de dolor. Las que exigen justicia. Es la ruta de la memoria, un atlas en el que hay marcados puntos que no aspiran a perpetuar el recuerdo. Que son ejercicio de rememorac…",https://www.jornada.com.mx/2025/08/19/politica/014a1pol,https://www.jornada.com.mx/imagemeta/1200x630BN.jpg,"n mapa muestra la senda de las heridas abiertas en nuestro país. Las que gritan no sólo de dolor. Las que exigen justicia. Es la ruta de la memoria, un atlas en el que hay marcados puntos que no aspi… [+4921 chars]",2025-08-19T09:28:16,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Jornada.com.mx,"Luis Hernández Navarro: Palestina en el corazón, el antimonumento",Luis Hernández Navarro,"Un mapa muestra la senda de las heridas abiertas en nuestro país. Las que gritan no sólo de dolor. Las que exigen justicia. Es la ruta de la memoria, un atlas en el que hay marcados puntos que no aspiran a perpetuar el recuerdo. Que son ejercicio de rememorac…",https://www.jornada.com.mx/2025/08/19/opinion/014a1pol,https://www.jornada.com.mx/imagemeta/1200x630BN.jpg,"n mapa muestra la senda de las heridas abiertas en nuestro país. Las que gritan no sólo de dolor. Las que exigen justicia. Es la ruta de la memoria, un atlas en el que hay marcados puntos que no aspi… [+4921 chars]",2025-08-19T09:28:16,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Www.df.cl,Minería chilena mira a la electrificación con sistema que reduciría hasta en 92% las emisiones de los camiones al año 2037,Patricia Marchetti,"Según un estudio de la Sonami, la incorporación de tecnologías eléctricas en las flotas de extracción también generaría una caída en los costos energéticos de operación.",https://www.df.cl/empresas/mineria/mineria-chilena-mira-a-la-electrificacion-con-sistema-que-reduciria-hasta,https://www.df.cl/noticias/site/artic/20250818/imag/foto_0000001120250818205042/Trolley-Assist-CAEX-Collahuasi_2025.jpg,"54 % bajaríanlas emisiones de alcance 1 en toda la industria del cobre.
En plena carrera hacia la carbono neutralidad -comprometida por Chile para el año 2050-, la minería del cobre del país tiene e… [+3796 chars]",2025-08-19T08:00:00,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Www.df.cl,"PIB supera las expectativas en el II trimestre y mercado se entusiasma con un crecimiento más cercano a 2,5% este año",Catalina Vergara,"La economía se expandió 3,1% anual de la mano de la inversión. La formación bruta de capital fijo (FBCF) subió 5,6% impulsada por recursos destinados a maquinaria y equipo.",https://www.df.cl/economia-y-politica/macro/pib-supera-las-expectativas-en-el-ii-trimestre-y-mercado-se-entusiasma-con,https://www.df.cl/noticias/site/artic/20250818/imag/foto_0000001320250818194723/18f.jpg,"El Producto Interno Bruto (PIB) creció un 3,1% anual en el segundo trimestre, ubicándose sobre las expectativas de los analistas que, según el consenso de Bloomberg, esperaban una expansión de 2,9%.… [+5758 chars]",2025-08-19T08:00:00,2025-07-27,2025-08-25
MINEROS,MINEROS,es,Www.abc.es,"Córdoba, provincia con más proyectos en la Unidad Aceleradora de grandes planes empresariales de la Junta",(abc),"La Delegación del Gobierno de Córdoba destacó ayer, en una nota de prensa, que la provincia lidera en Andalucía el número de proyectos asignados a la Unidad Aceleradora de Proyectos (UAP). Este mecanismo del Gobierno autonómico para la agilización de trámites…",https://www.abc.es/espana/andalucia/cordoba/cordoba-provincia-proyectos-unidad-aceleradora-grandes-proyectos-20250819080420-nts.html,https://s3.abcstatics.com/abc/www/multimedia/espana/2025/08/19/adolfo-molina-cordoba-k0AF--1024x512@diario_abc.jpg,"La Delegación del Gobierno de Córdoba destacó ayer, en una nota de prensa, que la provincia lidera en Andalucía el número de proyectos asignados a la Unidad Aceleradora de Proyectos (UAP). Este mecan… [+2407 chars]",2025-08-19T06:04:21,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Milenio,Camilo Ochoa y su rol en la guerra narrativa de Los Chapitos y La Mayiza,Anel Tello,"A casi 365 días desde que estalló el conflicto entre las dos facciones más poderosas del Cártel de Sinaloa, Los Chapitos han perdido a operadores logísticos, jefes de seguridad, pistoleros, traficantes y, recientemente, a quien era considerado como su princip…",https://www.milenio.com/policia/camilo-ochoa-influencer-chapitos-ejecucion-morelos,https://cdn.milenio.com/uploads/media/2025/08/18/camilo-ochoa-contaba-mil-susciptores.jpg,"A casi 365 días desde que estalló el conflicto entre las dos facciones más poderosas del Cártel de Sinaloa, Los Chapitos han perdido a operadores logísticos, jefes de seguridad, pistoleros, traficant… [+6561 chars]",2025-08-19T05:01:01,2025-07-27,2025-08-25
ISA,ISA,es,Lavozdegalicia.es,"Isa Rodríguez, campeona del europeo sub -18 de rugbi femenino: «Voy a intentar hacerlo aún mejor y aprovechar que solo tengo 17 años»",Miguel Fernández Santos,La jugadora coruñesa se posiciona como una de las mejores promesas de la disciplina en una temporada de constante evolución para su carrera,https://www.lavozdegalicia.es/noticia/deportes/2025/08/01/isa-rodriguez-campeona-europeo-sub-18-rugbi-femenino-intentar-hacerlo-mejor-aprovechar-solo-17-anos/00031754075225907342388.htm,https://img.lavdg.com/sc/mt2O8bOff2DyIkNyYwSfjX23wjU=/1280x/2025/08/01/00121754075941951269862/Foto/h_20250721_184150000.jpg,"La gallega Isa Rodríguez, (A Coruña, 2008) construye triunfo a triunfo un relato apasionante de su prematura pero ya brillante carrera, siendo una de los mayores talentos que tiene Galicia en este de… [+135 chars]",2025-08-19T03:00:00,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Nacion.com,Policía Municipal de San José destruye búnker en zona dominada por los Lara,Christian Montero,"Lo que en mayo del 2014 fue inaugurado como una promesa de auxilio para familias de la Ciudadela 25 de Julio en Hatillo centro, terminó en sitio de consumo de drogas y generador de violencia.",https://www.nacion.com/sucesos/policia-municipal-de-san-jose-destruye-bunker-en/GVQPDMSNMNEV3HYP6AKXTQB7TM/story/,https://www.nacion.com/resizer/v2/LDW74PK26FCKVLP57453YKJG7E.jpeg?smart=true&auth=8239f54c0a7ce818ab643031c566818fb655a4c9286351600d8eaaabfdd8b201&width=1440,"Lo que en mayo del 2014 fue inaugurado como una promesa de auxilio para familias de la Ciudadela 25 de Julio en Hatillo centro, San José, terminó en sitio de consumo de drogas y generador de violenci… [+2418 chars]",2025-08-19T01:05:54,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Www.df.cl,"Chile en vías de más recortes: el panorama mundial de las tasas de interés con el que inicia Jackson Hole, el mega evento de los banqueros centrales",Amanda Santillán,"Desde este jueves, autoridades monetarias, economistas, participantes del mercado financiero y académicos se reunirán en Wyoming para el encuentro anual organizado por la Reserva Federal de Kansas.",https://www.df.cl/internacional/economia/chile-en-vias-de-mas-recortes-el-panorama-mundial-de-las-tasas-de-interes,https://www.df.cl/noticias/site/artic/20250818/imag/foto_0000000220250818175511.jpg,"El mundo financiero y económico tendrán sus ojos puestos en Jackson Hole, Wyoming, que desde el jueves será el recinto para la mega conferencia de bancos centrales del mundo. 
Realizado anualmente, … [+3419 chars]",2025-08-18T21:48:00,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Cointelegraph,Un análisis realista de Web3: ¿qué sectores de las altcoins están dando resultados?,Marie Poteriaieva,"Web3 sigue siendo una palabra de moda muy popular en el mundo de las criptomonedas, pero ¿están las DApps y las altcoins cumpliendo realmente sus promesas?
 Conclusiones clave:
La actividad diaria en Web3 se mantuvo estable en 24 millones en el segundo trime…",https://es.cointelegraph.com/news/time-for-a-web3-reality-check-which-altcoin-sectors-are-really-delivering,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-08/0198bdfb-f2bd-7e49-9591-41076fc0122d","Conclusiones clave:
<ul><li>La actividad diaria en Web3 se mantuvo estable en 24 millones en el segundo trimestre de 2025, pero la composición del sector está cambiando.
</li><li>DeFi lidera el núm… [+7914 chars]",2025-08-18T18:58:25,2025-07-27,2025-08-25
Banco de la República,Banco de la República,es,La Nacion,Alquileres: cuáles son los métodos para calcular los aumentos por inflación en agosto 2025,LA NACION,"Desde la derogación de la ley de alquileres, los contratos pueden ajustarse por inflación; lo que hay que saber antes de avanzar",https://www.lanacion.com.ar/propiedades/casas-y-departamentos/alquileres-cuales-son-los-metodos-para-calcular-los-aumentos-por-inflacion-en-agosto-2025-nid18082025/,https://resizer.glanacion.com/resizer/v2/estos-son-los-aumentos-de-los-contratos-de-Q67JDZVCDNAHRN62XB7XESRV4M.jpg?auth=4a8b6ef4bc7c54031e800ec0b3cb6c0e289872bc96a8d991aa941d189fe420dd&width=1200&quality=70&smart=false&height=800,"Apartir del comienzo del 2024, luego de la derogación de la ley de alquileres -a través del Decreto de Necesidad y Urgencia (DNU) de Javier Milei, en diciembre de 2023-, se abrió el juego para defini… [+4103 chars]",2025-08-18T15:37:01,2025-07-27,2025-08-25
Banco de la República,Banco de la República,es,La Nacion,Plazo fijo: cuál es la tasa de interés banco por banco este lunes 18 de agosto,LA NACION,El Banco Central de la República Argentina (BCRA) permite a los ahorristas conocer el rendimiento de estos instrumentos de inversión en pesos con una tabla comparativa de tasas,https://www.lanacion.com.ar/economia/plazo-fijo-cual-es-la-tasa-de-interes-banco-por-banco-este-lunes-18-de-agosto-nid18082025/,https://resizer.glanacion.com/resizer/v2/las-tasas-de-interes-de-plazos-fijos-a-30-dias-D2S3SXTOCFAELAVHXMRGXKYOWI.jpg?auth=461c9875e690b428703d5a2ddbd4e1bb06b3894a8e929966de29cc8c920a033c&width=1200&quality=70&smart=false&height=800,Latasa de interés de los plazos fijos es útil para los ahorristas que eligen este tipo de instrumentos como un mecanismo para mantener el poder adquisitivo de su dinero depositado. Este lunes 18 de a… [+2194 chars],2025-08-18T15:05:42,2025-07-27,2025-08-25
Banco de la República,Banco de la República,es,La Nacion,Cuánto cuesta el Toyota Yaris en agosto 2025,LA NACION,Uno de los modelos más vendidos del año actualizó su valor para este mes; a cuánto quedó la gama del hatchback japonés,https://www.lanacion.com.ar/autos/cuanto-cuesta-el-toyota-yaris-en-agosto-2025-nid18082025/,https://resizer.glanacion.com/resizer/v2/el-toyota-yaris-fue-el-modelo-mas-comercializado-FG5TSLIOKRGE5ILDEHYVPEEZQA.jpg?auth=20d23844e86dcfd27cf98f3712c5ca0692e758e7147b5ea88ba437668d40a7f2&width=1200&quality=70&smart=false&height=800,"El modelo más económico de Toyota, el Yaris, logró ser el modelo más vendido durante todo julio con 3641 ventas, logrando así un acumulado de 19.188 comercializaciones entre enero y julio, según la A… [+1468 chars]",2025-08-18T15:01:58,2025-07-27,2025-08-25
Banco de la República,Banco de la República,es,Applesfera.com,Siempre que viajo fuera de España tiro de eSIM para no quedarme sin internet en el iPhone: estas son las tres que he probado,Álvaro García M.,"Cuando viajo por Europa, generalmente no debo preocuparme porque tengo roaming con mi compañía. El problema es que cuando viajo fuera del viejo continente se aplican tarifas de coste muy alto. Ya tuve un gran susto hace años por ello y desde entonces viajo si…",https://www.applesfera.com/aplicaciones-ios/viajo-fuera-espana-tiro-esim-para-no-quedarme-internet-iphone-estas-mis-tres-favoritas,https://i.blogs.es/29ee7e/iphone-vacaciones/840_560.jpeg,"Cuando viajo por Europa, generalmente no debo preocuparme porque tengo roaming con mi compañía. El problema es que cuando viajo fuera del viejo continente se aplican tarifas de coste muy alto. Ya tuv… [+10069 chars]",2025-08-18T15:00:20,2025-07-27,2025-08-25
Banco Popular,Banco Popular,es,Nacion.com,Rodrigo Chaves y los siete pecados capitales,Anabelle Aguilar Brealey,"La pereza es una de sus características. Le incomoda el trabajo paciente de escuchar, debatir y construir acuerdos, porque hacerlo exige esfuerzo y empatía. Prefiere el atajo del decreto, la orden tajante, la solución del veto",https://www.nacion.com/opinion/foros/rodrigo-chaves-y-los-siete-pecados-capitales/OUCT5LCYJBFPLHXLREURF5AIBI/story/,https://www.nacion.com/resizer/v2/MPH2GORGOFFLDC24DQVIBBHZ44.JPG?smart=true&auth=27bfb643fca5ca7908310ec7db424ea76ab1d97260007766f59fbb4c7dcb1199&width=1440,"Estamos viviendo en Costa Rica una etapa muy difícil, muy oscura. ¿Será karmático, producto de nuestros pecados o una brujería que nos echaron por creer que somos la Suiza centroamericana, los más pu… [+4365 chars]",2025-08-18T14:55:45,2025-07-27,2025-08-25
ENEL,ENEL,es,Latercera.com,"Kast y Matthei en regiones, y Jara lanza programa: la nutrida jornada en que vence plazo para inscribir candidaturas en Servel",Alonso Aranda,"Se prevé que en la jornada acudirán al Servel otras figuras que aspiran a La Moneda, como Franco Parisi, Harold Mayne-Nicholls y Marco Enríquez Ominami. Johannes Kaiser, en tanto, lo hizo el pasado viernes.",https://www.latercera.com/politica/noticia/kast-y-matthei-en-regiones-y-jara-lanza-programa-la-nutrida-jornada-en-que-vence-plazo-para-inscribir-candidaturas-en-servel/,https://www.latercera.com/resizer/v2/QFYVXP6EOJEQ5J2KTLWM46JDR4.jpg?auth=b3438691d03cb5ee34069ac5e022b5b7cd47f6eda357e1415a07ff477e980fdf&height=630&width=1200&smart=true,"Una nutrida agenda es la que tienen programada para este lunes los abanderados presidenciales que lideran los sondeos en la carrera por llegar a La Moneda, José Antonio Kast (republicanos y PSC), Jea… [+3260 chars]",2025-08-18T13:56:59,2025-07-27,2025-08-25
